Source,Subsystem,Count,Sender IPs,Log Levels,Search Matches
repository,System.Repository.Repository.Core.Repository.Notification.MqMessageMonitor,2,192.168.100.109; 192.168.100.110,DEBUG,
repository,System.Repository.Repository.Core.Repository.Notification.NotificationListenerCollection,72,192.168.100.109; 192.168.100.110,DEBUG,
repository,System.Repository.Repository.Core.Resource.LogArchivingResource,28,192.168.100.109,DEBUG,
repository,System.Repository.Repository.Core.Resource.NotificationResource,10,192.168.100.109,DEBUG,
repository,System.Repository.Repository.Core.Resource.Support.ExtensionSchemaCache,2,192.168.100.109; 192.168.100.110,INFO,
repository,System.Repository.Repository.Core.ServerNodes.RoleActionExecuter,6,192.168.100.109,INFO,
repository,System.Repository.Repository.Core.ServerNodes.SchedulerTypeTransferer,1,192.168.100.109,INFO,
repository,System.Repository.Repository.Core.Services.ApiService,6,192.168.100.109; 192.168.100.110,INFO,
repository,System.Repository.Repository.Core.Services.SSLPingService,6,192.168.100.109; 192.168.100.110,INFO,
repository,System.Repository.Repository.Core.Services.StatusService,6,192.168.100.109; 192.168.100.110,INFO,
repository,System.Repository.Repository.Core.Status.EngineHealthCheckWorker,439,192.168.100.109,DEBUG; WARN,
repository,System.Repository.Repository.Core.Status.HeartbeatMonitor,2,192.168.100.109; 192.168.100.110,INFO,
repository,System.Repository.Repository.Core.Status.ServiceStatusWorker,11,192.168.100.109,WARN,
repository,System.Repository.Repository.QRSMain,216,192.168.100.109; 192.168.100.110,INFO,
repository,System.Repository.Repository.WebSocketServer.RepositoryWebSocketFactory,1,192.168.100.109,ERROR,
repository,System.Repository.Repository.WebSocketServer.RepositoryWebSocketServer,3,192.168.100.109; 192.168.100.110,DEBUG; INFO,
repository,Traffic.Engine.Engine,273,192.168.100.109,INFO,
repository,Traffic.Repository.Qlik.Sense.Common.Communication.REST.Client.BaseRESTClient,208,192.168.100.109; 192.168.100.110,DEBUG,22b106a8-e7ed-4466-b700-014f060bef16
repository,UserManagement.Repository.Qlik.Sense.Logging.QSLogManagerBase,1,192.168.100.109,INFO,
repository,UserManagement.Repository.Repository.Users.Factories.UserDirectoryConnectorFactory,14,192.168.100.109,INFO,
repository,UserManagement.Repository.Repository.Users.Factories.UserDirectoryFactory,33,192.168.100.109,DEBUG; INFO,
repository,UserManagement.Repository.Repository.Users.Support.SyncUserRepository,3,192.168.100.109,DEBUG; INFO,
repository,UserManagement.Repository.Repository.Users.SyncUsersWorker,45,192.168.100.109,DEBUG; INFO,
repository,UserManagement.Repository.Repository.Users.UserSyncEngine,12,192.168.100.109,DEBUG; INFO; WARN,
scheduler,Application.Scheduler.Qlik.Sense.Logging.QSLogManagerBase,1,192.168.100.109,INFO,
scheduler,Audit.Proxy.Proxy.DefaultModules.Authentication.AuthenticationEngine,2,192.168.100.110,ERROR,
scheduler,Audit.Scheduler.Qlik.Sense.Communication.Communication.Header.HeaderParser,12,192.168.100.109,DEBUG,
scheduler,Audit.Scheduler.Qlik.Sense.Communication.Communication.Tcp.StreamFactory,6,192.168.100.109,DEBUG,
scheduler,Audit.Scheduler.Qlik.Sense.Communication.Communication.Tcp.TcpClientWrapperFactory`1,6,192.168.100.109,DEBUG,
scheduler,Audit.Scheduler.Qlik.Sense.Logging.QSLogManagerBase,1,192.168.100.109,INFO,
scheduler,AuditActivity.Scheduler.Scheduler.Application.ServiceCoordinator,2,192.168.100.109; 192.168.100.110,INFO,
scheduler,AuditActivity.Scheduler.Scheduler.Master.Task.TaskSession,24,192.168.100.109,INFO,reload of test failing reloads 1
scheduler,AuditActivity.Scheduler.Scheduler.Master.Task.TaskSessionState,21,192.168.100.109,INFO,
scheduler,AuditActivity.Scheduler.Scheduler.Slave.SlaveCoordinator,6,192.168.100.109; 192.168.100.110,INFO,
scheduler,AuditSecurity.Proxy.Proxy.DefaultModules.Authentication.AuthenticationEngine,2,192.168.100.110,ERROR,
scheduler,Performance.Proxy.Proxy.Monitoring.PerformanceLogger,1,192.168.100.110,INFO,
scheduler,Performance.Scheduler.Qlik.Sense.Common.Communication.REST.Server.Monitoring.RestPerformanceSession,1169,192.168.100.109; 192.168.100.110,DEBUG,
scheduler,Performance.Scheduler.Qlik.Sense.Common.Communication.Server.HttpConnectionHandler,2338,192.168.100.109; 192.168.100.110,DEBUG,22b106a8-e7ed-4466-b700-014f060bef16
scheduler,Performance.Scheduler.Qlik.Sense.Logging.QSLogManagerBase,1,192.168.100.109,INFO,
scheduler,Security.Scheduler.Qlik.Sense.Common.Security.Certificates.CertificatesInstalled,8,192.168.100.109; 192.168.100.110,DEBUG,
scheduler,Security.Scheduler.Qlik.Sense.Common.Security.Cryptography.CryptoKey,2,192.168.100.109; 192.168.100.110,INFO,
scheduler,Security.Scheduler.Qlik.Sense.Common.Security.Cryptography.LoggingDigester,2,192.168.100.109; 192.168.100.110,INFO,
scheduler,Security.Scheduler.Qlik.Sense.Common.Security.Cryptography.SecretsKey,2,192.168.100.109; 192.168.100.110,INFO,
scheduler,Security.Scheduler.Qlik.Sense.Communication.Security.CommandLineExecutor,8,192.168.100.109; 192.168.100.110,DEBUG,
scheduler,Security.Scheduler.Qlik.Sense.Logging.QSLogManagerBase,1,192.168.100.109,INFO,
scheduler,Service.Proxy.Proxy.Communication.Rest.ProxyRestServer,1,192.168.100.110,INFO,
scheduler,Service.Proxy.Proxy.Core.QPSMain,7,192.168.100.110,INFO,
scheduler,Service.Proxy.Proxy.Core.RequestListener,2,192.168.100.110,INFO,
scheduler,Service.Proxy.Proxy.DefaultModules.Authentication.AuthenticationEngine,2,192.168.100.110,ERROR,
scheduler,Service.Proxy.Proxy.DefaultModules.Authentication.AuthenticationServer,2,192.168.100.110,INFO,
scheduler,Service.Scheduler.Qlik.Sense.Common.Monitoring.HardwareInfo,12,192.168.100.109; 192.168.100.110,INFO,
scheduler,Service.Scheduler.Scheduler.Master.MasterCoordinator,5,192.168.100.109; 192.168.100.110,INFO,
scheduler,Service.Scheduler.Scheduler.Master.Task.TaskSession,6,192.168.100.109,ERROR,
scheduler,Service.Scheduler.Scheduler.Slave.SlaveCoordinator,4,192.168.100.109; 192.168.100.110,INFO,
scheduler,System.Proxy.Proxy.Communication.Rest.ProxyRestServer,1,192.168.100.110,INFO,
scheduler,System.Proxy.Proxy.Core.QPSMain,3,192.168.100.110,INFO,
scheduler,System.Proxy.Proxy.Core.RequestListener,2,192.168.100.110,INFO,
scheduler,System.Proxy.Proxy.DefaultModules.Authentication.AuthenticationServer,2,192.168.100.110,INFO,
scheduler,System.Proxy.Proxy.SessionEstablishment.LoadBalancingHandlerDependencies,7,192.168.100.110,INFO,
scheduler,System.Proxy.Qlik.Sense.Common.Communication.Server.HttpConnectionHandler,5,192.168.100.110,INFO,
scheduler,System.Scheduler.Qlik.Sense.Common.Communication.AsyncWebClient,2778,192.168.100.109; 192.168.100.110,DEBUG,22b106a8-e7ed-4466-b700-014f060bef16; reload of test failing reloads 1
scheduler,System.Scheduler.Qlik.Sense.Common.Communication.REST.Server.RESTEngine,1169,192.168.100.109; 192.168.100.110,DEBUG,22b106a8-e7ed-4466-b700-014f060bef16
scheduler,System.Scheduler.Qlik.Sense.Common.Communication.Server.HttpConnectionHandler,34,192.168.100.109; 192.168.100.110,INFO,
scheduler,System.Scheduler.Qlik.Sense.Common.Communication.Server.HttpConnectionQueueHandler,1169,192.168.100.109; 192.168.100.110,DEBUG,22b106a8-e7ed-4466-b700-014f060bef16
scheduler,System.Scheduler.Qlik.Sense.Communication.Communication.WebSocketProtocol.WebSocketSession,48,192.168.100.109; 192.168.100.110,DEBUG,
scheduler,System.Scheduler.Qlik.Sense.Communication.LocalHostInfoPersistence,6,192.168.100.109; 192.168.100.110,DEBUG,
scheduler,System.Scheduler.Qlik.Sense.Logging.QSLogManagerBase,1,192.168.100.109,INFO,
scheduler,System.Scheduler.Qlik.Sense.Net.Dns.DnsWrapper,6,192.168.100.109; 192.168.100.110,DEBUG,
scheduler,System.Scheduler.Scheduler.Bootstrap.BootstrapHandler,2,192.168.100.109; 192.168.100.110,INFO,
scheduler,System.Scheduler.Scheduler.Communication.Notification.NotificationManager,4,192.168.100.109; 192.168.100.110,INFO,
scheduler,System.Scheduler.Scheduler.Communication.Notification.NotificationManager+RepositoryRegistration,14,192.168.100.109; 192.168.100.110,DEBUG,
scheduler,System.Scheduler.Scheduler.Communication.Settings.SettingsManager,12,192.168.100.109; 192.168.100.110,INFO,
scheduler,System.Scheduler.Scheduler.Communication.Wrapper.Repository.RepositoryConnection,15,192.168.100.109; 192.168.100.110,INFO; WARN,
scheduler,System.Scheduler.Scheduler.EngineWrapper.EngineConnectionHandle,6,192.168.100.109,INFO,
scheduler,System.Scheduler.Scheduler.EngineWrapper.PreloadProvider,8,192.168.100.109,INFO,
scheduler,System.Scheduler.Scheduler.EngineWrapper.ReloadProgressManager,4,192.168.100.109,INFO,
scheduler,System.Scheduler.Scheduler.EngineWrapper.ReloadProvider,26,192.168.100.109,ERROR; INFO,
scheduler,System.Scheduler.Scheduler.Main,70,192.168.100.109; 192.168.100.110,INFO,
scheduler,System.Scheduler.Scheduler.Master.Chain.ChainManager,18,192.168.100.109,DEBUG; INFO,22b106a8-e7ed-4466-b700-014f060bef16
scheduler,System.Scheduler.Scheduler.Master.Chain.ChainRule,38,192.168.100.109,DEBUG,
scheduler,System.Scheduler.Scheduler.Master.MasterCoordinator,12,192.168.100.109; 192.168.100.110,DEBUG; INFO,
scheduler,System.Scheduler.Scheduler.Master.Schedule.ScheduleEngine,140,192.168.100.109,INFO; WARN,
scheduler,System.Scheduler.Scheduler.Master.Schedule.ScheduleManager,3,192.168.100.109,DEBUG; INFO,
scheduler,System.Scheduler.Scheduler.Master.Schedule.SchemaEvent,63,192.168.100.109,INFO,
scheduler,System.Scheduler.Scheduler.Master.Slave.PreloadSlaveSelector,4,192.168.100.109,DEBUG; INFO,
scheduler,System.Scheduler.Scheduler.Master.Slave.SlaveManager,15,192.168.100.109,INFO; WARN,
scheduler,System.Scheduler.Scheduler.Master.Task.Task,1055,192.168.100.109,DEBUG; INFO,
scheduler,System.Scheduler.Scheduler.Master.Task.TaskManager,6,192.168.100.109; 192.168.100.110,INFO,
scheduler,System.Scheduler.Scheduler.Master.Task.TaskSession,50,192.168.100.109,DEBUG; ERROR; INFO; WARN,
scheduler,System.Scheduler.Scheduler.Master.Task.TaskSessionState,139,192.168.100.109,DEBUG,
scheduler,System.Scheduler.Scheduler.Master.Task.TaskStore,87,192.168.100.109,DEBUG,
scheduler,System.Scheduler.Scheduler.Monitoring.Logging.Scope.LogScope,2,192.168.100.109; 192.168.100.110,INFO,
scheduler,System.Scheduler.Scheduler.Monitoring.Metrics.Metrics,7,192.168.100.109,INFO,
scheduler,System.Scheduler.Scheduler.Monitoring.Metrics.MetricsController,2,192.168.100.109; 192.168.100.110,INFO,
scheduler,System.Scheduler.Scheduler.Slave.Execution.ExecutionManager,34,192.168.100.109; 192.168.100.110,DEBUG; INFO,22b106a8-e7ed-4466-b700-014f060bef16
scheduler,System.Scheduler.Scheduler.Slave.Execution.Executor,12,192.168.100.109,INFO,
scheduler,System.Scheduler.Scheduler.Slave.Master.MasterManager,2,192.168.100.109; 192.168.100.110,DEBUG,
scheduler,System.Scheduler.Scheduler.Slave.SlaveCoordinator,17,192.168.100.109; 192.168.100.110,DEBUG; INFO,
scheduler,System.Scheduler.Scheduler.Slave.Tasks.ReloadTask,36,192.168.100.109,ERROR; INFO,
scheduler,TaskExecution.Scheduler.Qlik.Sense.Logging.QSLogManagerBase,1,192.168.100.109,INFO,
scheduler,TaskExecution.Scheduler.Scheduler.Master.Task.TaskSessionState,9,192.168.100.109,INFO,
scheduler,Traffic.Scheduler.Qlik.Sense.Common.Communication.REST.Client.BaseRESTClient,2233,192.168.100.109; 192.168.100.110,DEBUG,22b106a8-e7ed-4466-b700-014f060bef16; reload of test failing reloads 1
